Word,Socialness,Concreteness,Valence_ext,Frequency,OLD,LDT_zRT,LDT_Accuracy,AoA.Rating,AoA.Test,WordType,zRTclean_mean,ACC,Hits,FalseAlarms,Hit_min_FA,Phonemes_no,phono_upoint,pld20_m,us_ldt_zrt_m,us_ldt_acc,us_ldt_zrtmdur_m,uk_ldt_zrt_m,uk_ldt_acc,uk_ldt_zrtmdur_m,sg_ldt_zrt_m,sg_ldt_acc,sg_ldt_zrtmdur_m,Length
admission,4.583333333333333,2.83,0.9100000000000001,2.26,2.85,-0.328,0.97,8.84,2,NA,NA,NA,NA,NA,NA,7,5,2.25,-0.4120201,0.818181818,-0.159146973,-0.601824498,0.964285714,-0.089861498,-0.472121826,0.927272727,-0.488821494,9
admit,3.4761904761904763,2.32,0.5599999999999996,3.48,2,-0.616,1,7.56,4,Abstract,-0.17,77.42%,0.67,0.18,0.48,5,6,1.95,-0.88224195,1,-0.069867244,-0.806015164,0.947368421,-0.273695813,-0.414205111,1,-0.21008648,5
admittance,4.35,2.26,1.29,1.544,3.75,-0.044,0.97,10.39,8,Abstract,0.34,90.32%,NA,NA,NA,7,6,3.2,0.106532703,0.865671642,-0.344076239,0.152419404,0.894736842,-0.46600589,0.090960454,0.888888889,-0.256020994,10
adobe,2.15,4.19,0.25,1.398,1.95,0.068,0.94,12.22,4,Concrete,0.89,41.94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
adolescence,4.863636363636363,2.81,1,1.653,4.15,-0.398,0.97,10.42,10,NA,NA,NA,NA,NA,NA,9,9,3.45,-0.163269323,0.924242424,-1.124309637,-0.231635201,0.946428571,-1.287000951,-0.138552072,0.854545455,-0.671622396,11
adolescent,5.5,3.48,0.3799999999999999,1.978,3.55,0.083,0.97,11.05,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
adopt,5.7727272727272725,2.36,1.9000000000000004,2.378,1.85,-0.593,1,7.83,4,Abstract,0.09,45.16%,0.73,0.2,0.53,5,5,2.2,-0.616569453,0.955882353,-0.537347852,-0.595885985,1,-0.174464747,-0.678947714,1,-0.153017853,5
adoption,6.130434782608695,3.03,1.6799999999999997,2.38,2.75,-0.401,1,7.79,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
adoptive,5.260869565217392,2,0.6699999999999999,1.491,NA,NA,NA,9.16,NA,Abstract,0.3,96.77%,NA,NA,NA,7,6,3.15,-0.09585048,0.955223881,-0.632723916,-0.306892018,0.910714286,-0.079213473,-0.241402332,0.925925926,-0.402450064,8
adorable,4.458333333333333,1.86,2.4000000000000004,2.731,2.85,-0.04,0.97,6.94,4,Abstract,-0.32,96.88%,NA,NA,NA,8,5,2.95,-0.418774922,0.984848485,-0.403990367,-0.532240737,1,-0.205561756,-0.714174778,0.963636364,-0.687695191,8
adoration,5.434782608695652,2.19,1.4699999999999998,1.491,2.55,0.027,0.91,11.8,8,Abstract,0.2,96.88%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
adore,5.2727272727272725,2.34,2.37,2.597,1.8,-0.359,0.97,7.95,2,Abstract,-0.3,87.10%,0.77,0.18,0.58,5,4,1.95,-0.87270409,1,-0.108399272,-0.81218211,0.98245614,-0.026488415,-0.767582359,0.890909091,0.222379267,5
adrenalin,3.5,3.17,1.33,1.462,3.9,0.448,0.76,11.65,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
adrenaline,3.125,3.04,1.6100000000000003,NA,NA,NA,NA,11.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
adrift,3.047619047619047,2.71,0.6399999999999997,1.716,2.45,0.099,0.82,11.21,6,NA,NA,NA,0.57,0.13,0.43,6,4,2.55,-0.416326314,0.865671642,-0.385627638,-0.619243827,0.894736842,-0.116013327,-0.443984333,0.833333333,0.110740266,6
adulterer,5.571428571428571,2.96,2.23,1.322,3.35,0.513,0.76,11.63,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
adultery,6.2272727272727275,2.79,2.19,2,2.95,-0.549,0.97,11.84,10,NA,NA,NA,NA,NA,NA,8,8,2.85,-0.568273102,0.985294118,-0.34715756,-0.277121587,0.981481481,-0.394456457,-0.207658335,1,-0.37213025,8
adulthood,5.714285714285714,2.5,0.04999999999999982,1.58,4.35,-0.394,1,9.95,2,NA,NA,NA,NA,NA,NA,8,6,3.9,-0.203545108,0.954545455,-0.228923547,-0.421277314,0.98245614,-0.096806704,0.025261792,0.963636364,-0.379486012,9
advance,3.636363636363636,2.57,1.1100000000000003,2.912,2.6,-0.617,1,8.35,4,NA,NA,NA,0.5,0.3,0.2,6,7,2.7,-0.507946545,0.984615385,-0.532323702,-0.451633511,0.98245614,-0.924671588,-0.425438975,1,-0.699675483,7
advancement,3.5,2.1,2.4699999999999998,1.806,3.75,-0.483,1,10.89,6,Abstract,0,87.50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
advantage,3.1818181818181817,2,1.71,3.051,3.5,-0.466,0.94,9.32,8,Abstract,-0.15,93.55%,NA,NA,NA,8,6,3.65,0.147444977,0.954545455,-0.584912219,-0.179786751,0.98245614,-0.927827964,0.018454936,1,-0.651104641,9
adventure,4.208333333333333,2.59,2.4000000000000004,2.836,2.85,-0.465,0.94,5.67,2,NA,NA,NA,NA,NA,NA,8,9,3.35,-0.622406402,0.985294118,-0.239675838,-0.425377141,0.981818182,-0.218953859,-0.524531947,0.962264151,-0.560198245,9
adventurer,4.666666666666667,3.73,2,1.58,NA,NA,NA,7.79,6,Concrete,-0.25,93.55%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
adventurous,4.363636363636363,1.95,2.37,1.799,3.95,0.358,0.91,10,6,Abstract,0.17,83.87%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
adversary,5.7894736842105265,2.93,0.4500000000000002,1.892,3.6,-0.101,0.97,12.67,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
adverse,3.0869565217391304,2.23,1.3199999999999998,1.568,2.3,-0.335,0.97,10.72,12,Abstract,-0.38,93.75%,0.77,0.35,0.42,6,7,2.35,-0.402484455,0.925373134,-0.537856304,0.061847024,0.925925926,-0.392978415,-0.282948738,0.867924528,-0.650743006,7
adversity,3.695652173913043,1.44,0.7400000000000002,1.74,3,-0.057,1,11.79,14,Abstract,0.46,87.50%,NA,NA,NA,9,4,3.3,-0.064630445,0.954545455,-0.292888908,0.262782143,1,-0.184923108,0.142992225,0.963636364,-0.537833633,9
advertise,5.434782608695652,2.81,0.16000000000000014,1.929,2.65,-0.371,1,9.63,2,NA,NA,NA,NA,NA,NA,8,9,3.25,-0.198789823,1,-1.314493595,-0.282727608,0.962962963,-0.916096921,-0.108487963,0.962264151,-1.28716111,9
advertisement,4.88,3.77,0.7000000000000002,1.792,4.5,0.053,1,7.67,4,Concrete,-0.18,90.32%,NA,NA,NA,12,9,5.05,0.034972775,0.923076923,-0.768264603,0.262035196,0.892857143,-0.458125703,0.338730126,0.962962963,-0.712438296,13
advertising,5.428571428571429,3.88,0.3200000000000003,2.58,3.6,0.098,0.97,9.95,NA,Concrete,0.28,54.84%,NA,NA,NA,10,9,4.25,0.003059033,0.985074627,-0.670287524,-0.102862648,1,-0.531557776,-0.002974832,1,-0.884340358,11
advice,5.478260869565218,2.73,0.7800000000000002,3.389,2.3,-0.671,1,8.61,2,NA,NA,NA,0.57,0.27,0.3,5,5,2.55,-0.798538172,1,-0.737270332,-0.466146618,1,-1.089332673,-0.82601666,1,-0.967330003,6
advisable,5.086956521739131,1.93,0.6200000000000001,1.613,2.85,0.21,0.88,10.75,6,Abstract,-0.19,100.00%,NA,NA,NA,9,8,3.3,-0.01173938,0.985074627,-0.448006564,0.066018828,0.982142857,-0.205727433,-0.057161826,1,-0.421685156,9
advise,5.590909090909091,2.03,0.4400000000000004,2.795,2.2,-0.369,0.94,8.89,4,Abstract,-0.29,96.67%,0.7,0.38,0.32,5,6,2.3,-0.374001059,1,-0.788518744,-0.531062546,0.98245614,-0.879007084,-0.406252992,0.981818182,-1.083875585,6
advisement,5.090909090909091,2.52,0.4500000000000002,1.602,3.75,0.069,0.93,12.5,14,NA,NA,NA,NA,NA,NA,9,6,3.5,0.078563004,0.4,-0.316110696,0.494004603,0.446428571,-0.301558953,0.422550634,0.462962963,-0.524443123,10
adviser,5.631578947368421,3.67,0.6799999999999997,1.732,2.3,-0.386,0.88,10.78,6,Concrete,0.01,93.33%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
advisor,5.08,4.15,0.2599999999999998,2.354,2.45,-0.45,1,11.24,NA,Concrete,-0.44,90.32%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
advisory,4.7727272727272725,2.5,0.04999999999999982,1.716,2.9,-0.319,0.93,11.55,6,NA,NA,NA,NA,NA,NA,8,8,3.3,-0.186224348,1,-0.463316317,-0.005239368,1,-0.342662746,0.056861736,0.981481481,-0.347932824,8
advocate,5.25,2.72,0.25,2.057,2.75,-0.404,0.97,11.11,12,NA,NA,NA,NA,NA,NA,7,7,2.7,-0.625483405,0.970149254,-0.67744106,-0.332368734,0.981481481,-0.779597062,-0.686639819,0.981132075,-0.748822465,8
aerial,1.5,3.04,1.04,2.114,1.9,0.094,0.84,11.5,6,NA,NA,NA,NA,NA,NA,5,5,1.85,-0.556191317,0.939393939,0.446119908,-0.461698072,0.947368421,0.347029431,-0.292603171,0.872727273,0.199428817,6
aerodynamic,2.2,2.88,1.1600000000000001,1.362,5,0.877,0.79,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
aerospace,2.6315789473684212,3.19,0.79,1.748,3.85,0.37,0.94,12.06,12,NA,NA,NA,NA,NA,NA,7,4,3.5,-0.163536658,0.954545455,-0.884112241,0.25518572,0.964285714,-0.814554028,-0.113865712,0.962962963,-0.465324142,9
aesthetic,4.333333333333333,2.33,0.4299999999999997,1.544,2.75,0.385,0.94,15.74,12,Abstract,-0.03,62.50%,NA,NA,NA,7,8,2.8,-0.451190477,1,-0.115968568,-0.424555322,1,-0.45365409,0.011170918,0.981132075,-0.143329381,9
affair,5.45,2.45,1.9,3.177,2.55,-0.548,1,10.94,8,Abstract,-0.37,70.00%,0.77,0.2,0.57,4,4,1.8,-0.71775447,1,-0.160483991,-0.627647988,0.946428571,-0.287253516,-0.845056097,1,-0.067464205,6
affect,4.809523809523809,1.93,0.6500000000000004,2.755,2.45,-0.403,0.97,9.6,6,Abstract,0.01,80.65%,0.65,0.32,0.33,5,6,1.85,-0.706046011,1,0.006124094,-0.574727054,0.947368421,-0.737976084,-0.375366552,0.963636364,0.09078571,6
affection,5.130434782608695,2.22,2.8899999999999997,2.635,2.65,-0.316,0.88,8.53,6,Abstract,0.08,87.10%,NA,NA,NA,7,8,1.85,-0.700024875,1,-0.198255044,-0.46798488,0.964912281,0.040149555,-0.342656143,1,-0.514756927,9
affirmation,5,2.12,0.9500000000000002,1.447,2.95,-0.13,0.97,12.56,10,Abstract,-0.2,93.55%,NA,NA,NA,9,5,2.6,-0.153661112,0.910447761,-0.419196142,-0.214079525,0.910714286,-0.252966633,0.063424033,0.907407407,-0.400546511,11
affliction,3.9166666666666665,2.27,1.2400000000000002,1.785,2.95,-0.2,1,11.32,10,Abstract,0.16,100.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
afford,3.590909090909091,1.83,1.5599999999999996,3.356,2.5,-0.238,1,7.47,2,Abstract,-0.4,93.75%,0.63,0.18,0.45,5,5,1.8,-0.401281567,0.878787879,-0.019734992,-0.322186898,0.929824561,0.099140106,-0.132072522,0.925925926,0.204045934,6
affront,4,1.83,0.46999999999999975,1.491,2.8,0.182,0.55,12.44,14,Abstract,0.1,90.32%,0.5,0.18,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
afloat,2.5454545454545454,3.34,0.5700000000000003,1.935,2.55,0.176,0.78,9.33,2,NA,NA,NA,0.75,0.1,0.65,5,4,1.95,-0.445877621,0.924242424,0.169874554,-0.394646459,0.875,0.290803173,-0.252214254,0.890909091,-0.143919323,6
afraid,4.333333333333333,2.7,2.75,4.101,2.6,-0.587,1,4.42,2,NA,NA,NA,0.62,0.18,0.43,5,4,1.95,-0.428793582,0.970149254,-0.402770135,-0.54174956,0.962962963,-0.070984738,-0.449995877,0.962264151,0.030258695,6
afterlife,4.625,1.9,0.5300000000000002,1.914,3.9,0.01,0.97,8.11,NA,Abstract,0.25,84.38%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
aftermath,3.2857142857142856,1.97,0.71,1.732,3.65,-0.333,0.97,12.05,12,Abstract,0.64,71.88%,NA,NA,NA,8,6,3.55,-0.330369814,1,-0.781755606,-0.095891391,0.859649123,-0.246167023,-0.307908529,0.981481481,-0.497957468,9
afternoon,1.9523809523809523,3.7,1.6799999999999997,3.669,3.75,-0.424,0.94,4.65,2,Concrete,NA,NA,NA,NA,NA,8,6,3.65,-0.25210884,0.970149254,-0.600509098,-0.317692874,1,-0.865238291,-0.558380921,1,-0.313652565,9
aftershave,3,4.56,0.5499999999999998,1.748,4.45,0.087,0.97,10.42,NA,Concrete,0.01,93.75%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
age,3.590909090909091,2.86,0.7800000000000002,3.606,1.1,-0.898,1,4.38,2,NA,NA,NA,0.66,0.08,0.58,2,3,1.25,-0.566203716,0.954545455,0.342199853,-0.544423947,0.910714286,-0.075281978,-0.63933077,0.944444444,0.335003321,3
agency,5.090909090909091,3.87,0.13999999999999968,2.997,2.6,-0.582,0.94,10.58,6,Concrete,0.04,71.88%,NA,NA,NA,6,5,2.7,-0.443998367,0.96969697,-0.386157611,-0.596843437,1,-0.345650698,-0.576739786,0.981818182,-0.616143939,6
agenda,4.24,2.66,0.04999999999999982,2.573,2.6,-0.253,0.97,9.95,10,NA,NA,NA,NA,NA,NA,6,4,2.35,-0.49782408,0.955223881,-0.261102839,-0.936762678,1,-0.411830804,-0.555206168,0.962962963,-0.369579088,6
aggravate,3.6818181818181817,2.26,2.45,1.58,3.55,0,0.86,8.32,10,Abstract,-0.01,100.00%,NA,NA,NA,7,7,2.85,-0.408995704,0.970149254,-0.584193813,-0.353231519,0.946428571,-0.439809202,-0.422852169,0.944444444,-0.692551941,9
aggression,5.956521739130435,2.68,1.8199999999999998,2.158,3,-0.281,1,9.3,10,NA,NA,NA,NA,NA,NA,7,5,2.2,-0.708757257,1,-0.398623225,-0.796958932,1,-0.080575966,-0.763692285,0.981818182,-0.592122101,10
aggressive,4.956521739130435,2.54,1.92,2.608,3.3,-0.369,1,8.32,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
aggressiveness,4.7368421052631575,2.59,1.42,1.322,5.1,0.032,1,11.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
aggressor,5.086956521739131,3.29,2.2,1.477,3.75,-0.138,0.94,11.47,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
agility,2.869565217391304,2.38,1.5499999999999998,1.38,2.6,0.037,0.79,10.06,10,Abstract,-0.3,83.87%,NA,NA,NA,7,4,2.4,-0.434734533,0.96969697,-0.471541173,-0.751055802,0.964912281,-0.517041176,-0.524877058,0.981818182,-0.558412829,7
aging,3.952380952380953,2.88,2,2.121,1.8,-0.455,0.97,7.35,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
agitate,4.318181818181818,2.93,1.6400000000000001,1.362,2.6,-0.123,0.91,10.17,10,NA,NA,NA,NA,NA,NA,6,6,2.3,-0.228485557,0.925373134,-0.446942352,-0.288568441,1,-0.307339057,-0.28961081,0.943396226,-0.205562201,7
agitation,4.739130434782608,2.33,2.16,1.415,2.55,0.415,0.88,11.5,10,Abstract,0.24,90.63%,NA,NA,NA,8,6,2.1,-0.020422655,0.907692308,9.42599e-4,-0.017151077,0.947368421,-0.233744664,0.158633504,0.925925926,-0.396128516,9
agony,3.2,2.38,2.54,2.283,2,-0.411,0.97,9.22,8,Abstract,-0.19,100.00%,NA,NA,NA,5,5,1.95,-1.070329973,0.984848485,-0.426373082,-0.991670414,0.982142857,0.162380608,-1.059755209,1,-0.205424044,5
agree,4.72,2.31,2.17,3.518,1.9,-0.711,0.94,7.68,2,Abstract,-0.33,96.77%,0.58,0.23,0.35,4,5,1.85,-0.57766445,0.955223881,-0.208929389,-0.841769277,0.962962963,0.055228496,-0.735680334,1,-0.186945989,5
agreeable,5.0476190476190474,2.07,1.9000000000000004,1.914,3.6,-0.198,1,8.41,6,Abstract,-0.21,100.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
agreement,5.625,2.22,1.75,2.951,3.4,-0.429,0.91,8.16,2,Abstract,0.5,90.32%,NA,NA,NA,8,5,2.95,-0.669303208,1,-0.634356442,-0.745559617,0.946428571,-0.870252785,-0.46846679,1,-0.642188152,9
agricultural,3.9545454545454546,3.29,0.5,1.69,4.6,0.516,0.91,10.11,4,NA,NA,NA,NA,NA,NA,12,13,4.9,0.195029912,1,-0.600915451,-0.166574284,1,-0.563029034,0.195401259,1,-0.967534776,12
agriculture,5.260869565217392,3.67,1.0999999999999996,1.756,4.2,0.038,1,10.32,4,Concrete,0.09,90.32%,NA,NA,NA,10,11,4.15,-0.238086931,0.970588235,-0.510375961,-0.162711004,0.963636364,-0.49481331,-0.379899703,1,-0.762581986,11
ahoy,3.238095238095238,2,0.5800000000000001,2.279,2,0.351,0.63,7.61,2,Abstract,0.22,67.74%,NA,NA,NA,3,3,1.95,-0.473330266,0.632352941,0.446209897,-0.109594313,0.6,0.606976319,0.190429968,0.58490566,0.936241085,4
aid,5.285714285714286,3.1,1.29,2.851,1,-0.717,0.97,7.33,2,NA,NA,NA,0.68,0.15,0.53,2,3,1,-0.739162387,0.924242424,0.010244805,-0.267558788,0.910714286,0.544980176,-0.438222652,0.944444444,0.724309758,3
aids,3.909090909090909,3.44,1.48,1.74,1.35,-0.673,0.97,8.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
ailment,3.5454545454545454,2.93,2,1.431,2.45,0.075,0.94,10.37,6,NA,NA,NA,0.62,0.13,0.48,6,3,1.95,-0.344636404,0.852941176,-0.338711566,-0.412966571,0.8,-0.221069182,-0.194652023,0.886792453,-0.350587554,7
aim,3.4545454545454546,3.27,0.9500000000000002,2.88,1.4,-0.556,0.94,6.72,2,NA,NA,NA,0.73,0.17,0.56,2,3,1,-1.078929497,1,0.185942679,-0.755908614,0.964912281,-0.09383582,-0.959695793,1,0.226703773,3
airborne,1.9047619047619049,3.45,0.25,2.334,3.35,-0.231,0.94,9.85,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
aircraft,3.4545454545454546,4.4,1.2999999999999998,2.684,3.6,-0.409,1,7.61,4,Concrete,-0.52,100.00%,NA,NA,NA,7,5,3.35,-0.252776986,0.954545455,-0.892537576,-0.577197915,0.964912281,-1.250157272,-0.351936172,0.963636364,-0.544317222,8
airfield,2.625,4.7,0.7400000000000002,2.075,3.1,0.076,0.88,8.6,2,Concrete,0.08,93.75%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
airliner,3.619047619047619,4.45,1.0499999999999998,1.477,2.75,-0.247,0.94,9.89,NA,Concrete,-0.34,90.63%,NA,NA,NA,7,6,2.85,0.043832874,0.757575758,0.085295337,-0.171648407,0.807017544,0.138250449,-8.8978e-4,0.759259259,-0.059243871,8
airplane,4.2272727272727275,4.96,0.25,2.747,2.7,-0.391,0.97,3.94,2,Concrete,-0.89,100.00%,NA,NA,NA,6,4,2.65,-0.829216808,1,-0.693841481,-0.843805322,1,-0.785805573,-0.741186805,0.981818182,-0.479503128,8
airport,5.217391304347826,4.87,1,3.288,2.7,-0.586,1,6.84,2,Concrete,-0.73,96.77%,0.6,0.1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
airspace,2.5625,3.58,0.5,1.919,3.1,-0.321,0.97,11.5,NA,Concrete,-0.13,96.77%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
airspeed,1.2272727272727273,3.04,0.04999999999999982,1.398,3.35,0.123,0.91,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
airstrip,2.388888888888889,4.68,0.2400000000000002,1.763,3.45,0.427,0.85,8.16,6,Concrete,-0.14,100.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
airtight,1.4761904761904765,3.42,0.09999999999999964,1.763,2.95,0.075,0.91,9.84,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
airway,2.136363636363636,4.34,0.04999999999999982,1.924,2.3,-0.475,1,11.16,2,Concrete,-0.22,90.32%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
aisle,2.6842105263157894,4.35,0.16999999999999993,2.58,1.9,-0.229,0.97,5.95,6,Concrete,0.14,90.63%,0.69,0.1,0.59,2,3,1,-0.303823449,0.926470588,0.644959204,-0.782877379,0.759259259,0.38406916,-0.365090338,0.924528302,0.338214194,5
alabaster,1.3043478260869563,3.81,0.5,1.544,3.85,0.339,0.62,13.67,13,Concrete,0.52,58.06%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
alarm,2.8095238095238093,4.47,1.1400000000000001,3.183,1.95,-0.554,1,6.39,2,Concrete,-0.41,93.55%,0.72,0.17,0.55,5,6,2,-0.587793291,0.984848485,-0.196166815,-0.457218106,0.964285714,-0.010620641,-0.538184411,0.963636364,0.062524617,5
albatross,1.95,4.81,0.6799999999999997,1.613,4,0.291,0.59,11.64,12,Concrete,0.27,75.00%,NA,NA,NA,8,5,3.75,-0.019205688,0.671641791,-0.644950063,-0.012334436,0.625,-0.43451763,0.210850592,0.703703704,-0.605064201,9
albino,2.9047619047619047,4.41,0.09999999999999964,1.778,2.8,0.203,0.8,9.79,10,Concrete,0.03,93.55%,NA,NA,NA,6,4,2.95,-0.174742337,0.955223881,-0.4191173,-0.170763991,0.857142857,0.016950043,-0.303918809,0.888888889,-0.240578933,6
alcohol,4.173913043478261,4.76,0.8899999999999997,2.927,3.35,-0.47,0.97,9,4,Concrete,-0.69,93.55%,NA,NA,NA,7,6,3.6,-0.781645879,1,-0.646286123,-0.834984242,1,-0.182623011,-0.885657979,1,-0.554644829,7
alcoholic,4.695652173913044,3.37,2.51,2.501,3.7,-0.324,1,9.95,2,NA,NA,NA,NA,NA,NA,9,9,4.3,-0.410140552,1,-0.436516032,-0.404052918,1,-0.774583618,-0.398087005,1,-0.676055659,9
alcoholism,5.304347826086956,2.93,3,1.643,4.2,-0.084,0.97,11.6,4,NA,NA,NA,NA,NA,NA,11,9,4.8,-0.007751163,1,-0.500608812,0.021293234,1,-0.327107523,0.013658332,0.981481481,-0.813832818,10
alert,3.0454545454545454,2.59,0.3799999999999999,3.022,1.85,-0.703,0.97,8.9,4,NA,NA,NA,0.65,0.4,0.25,5,6,1.85,-1.070093466,0.939393939,-0.406537595,-0.78827994,0.964912281,-0.647332643,-0.729294297,1,-0.45356932,5
algebra,2.4545454545454546,3.14,0.40000000000000036,1.959,3.1,-0.402,0.94,11.47,6,NA,NA,NA,NA,NA,NA,7,7,3.65,-0.602639681,1,-0.675983745,-0.656333175,1,-0.107430261,-0.445363756,0.981481481,-0.247240508,7
algorithm,2.1739130434782608,3.07,0.2999999999999998,1.447,4.5,0.668,0.66,14.56,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
alias,3.64,2.86,0,2.32,1.95,-0.138,0.89,9.47,10,NA,NA,NA,NA,NA,NA,5,5,1.95,-0.150586758,0.597014925,0.138703495,-0.141322502,0.464285714,-0.426089593,-0.168131194,0.685185185,-0.18778185,5
alibi,4.666666666666667,2.57,0.8399999999999999,2.63,2.5,-0.066,0.79,12.5,6,NA,NA,NA,NA,NA,NA,5,5,2.65,-0.676025458,0.939393939,-0.341207922,-0.293279251,0.824561404,0.04540684,-0.31268203,0.890909091,0.064984612,5
alien,2.9130434782608696,3.52,0.5499999999999998,2.949,1.8,-0.722,1,7.5,10,NA,NA,NA,NA,NA,NA,5,6,1.9,-0.81797449,0.985074627,-0.313615826,-0.965972045,1,-0.15042576,-0.761330958,1,-0.376849865,5
alienate,4.92,1.83,2.21,1.477,2.7,-0.01,0.97,13.05,14,Abstract,0.27,90.32%,NA,NA,NA,7,7,2.9,-0.364168663,0.985294118,-0.964155967,-0.19777723,0.981481481,-0.485978111,-0.401628484,0.981132075,-0.747562354,8
alight,2.6842105263157894,2.96,0.6699999999999999,1.342,1.7,0.32,0.47,11.41,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
align,2.952380952380953,2.79,0.9500000000000002,1.544,1.9,-0.362,0.84,9.85,13,NA,NA,NA,0.67,0.28,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
alignment,2.8260869565217392,3.26,1,1.833,2.75,-0.237,0.97,11.76,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
alive,4.434782608695652,3.14,1.5700000000000003,3.897,1.8,-0.615,0.94,5.11,2,NA,NA,NA,0.6,0.12,0.48,4,4,1.8,-0.319578038,1,-0.450653459,-0.196005521,0.981818182,-0.860104545,-0.532012929,0.962264151,-0.301153371,5
allegation,4.28,1.79,1.7400000000000002,1.447,2.65,-0.154,0.85,11.84,12,Abstract,0.36,90.32%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
allegiance,5.954545454545454,1.77,0.7999999999999998,2.204,3.45,0.06,0.97,8.42,6,Abstract,0.48,93.55%,NA,NA,NA,7,4,2.85,-0.212600074,0.923076923,-0.667467412,-0.110734971,0.964912281,-0.664040009,-0.186478788,0.814814815,-0.625354651,10
allergic,2.636363636363636,2.55,2,2.617,3.2,-0.423,0.97,7.72,6,NA,NA,NA,NA,NA,NA,7,5,2.9,-0.664449707,0.985074627,-0.825332101,-0.213516622,0.946428571,-0.42121979,-0.37605388,0.962962963,-0.483891527,8
allergy,2.7142857142857144,3.68,2.1,1.94,2.7,-0.211,1,8.11,6,Concrete,0.19,74.19%,NA,NA,NA,6,6,2.4,-0.77363738,0.984848485,-0.53221479,-0.625437167,1,-0.091182938,-0.628124718,0.963636364,-0.031651433,7
