word_us,n_phon,phono_upoint,pld20_m,pld20_sd,sg_ldt_acc,sg_ldt_acc_n,us_ldt_acc,us_ldt_acc_n,uk_ldt_acc,uk_ldt_acc_n,sg_ldt_zrt_m,sg_ldt_zrt_sd,sg_ldt_zrt_n,us_ldt_zrt_m,us_ldt_zrt_sd,us_ldt_zrt_n,uk_ldt_zrt_m,uk_ldt_zrt_sd,uk_ldt_zrt_n,sg_ldt_zrtmdur_m,sg_ldt_zrtmdur_sd,sg_ldt_zrtmdur_n,us_ldt_zrtmdur_m,us_ldt_zrtmdur_sd,us_ldt_zrtmdur_n,uk_ldt_zrtmdur_m,uk_ldt_zrtmdur_sd,uk_ldt_zrtmdur_n,...30
rerun,5,4,1.9,0.307793505625546,0.890909091,55,0.893939394,66,0.98245614,57,0.076174512,0.743419891,48,-0.027133539,0.670905098,59,-0.228387011,0.552656885,54,0.504817688,0.702712329,48,0.221544686,0.654334011,59,0.328494848,0.493028337,54,NA
rescue,6,7,2.75,0.444261658319319,0.962962963,54,0.984848485,66,1,56,-0.557121251,0.447732916,52,-0.322736564,0.541896561,65,-0.849496748,0.447568949,56,-0.270891329,0.476411359,52,-0.339812847,0.504958838,65,-0.2332525,0.443259453,56,NA
research,6,6,2.4,0.502624689950034,1,55,0.984848485,66,1,57,-0.21291549,0.670450625,54,-0.492438746,0.491373431,65,-0.413287844,0.43560566,57,-0.473091753,0.508742084,54,-0.799640626,0.454679382,65,-0.960136385,0.566981596,57,NA
resent,6,7,1.9,0.307793505625546,0.981132075,53,0.985074627,67,0.981481481,54,-0.433687608,0.403322606,52,-0.6454129,0.461954044,66,-0.579215995,0.429214046,52,-0.382701776,0.401071742,52,-0.598119437,0.456871162,66,-0.548985542,0.477997493,52,NA
reservation,10,7,2.55,0.604805318829299,0.981132075,53,0.985294118,68,0.962962963,54,-0.211706298,0.63751447000000006,52,-0.114048222,0.580770885,65,-0.14175874,0.572471061,50,-0.632609943,0.576325322,52,-0.752230205,0.548045988,65,-0.645245481,0.585851741,50,NA
reservoir,9,7,4.5,0.7608859102526819,0.87037037,54,0.909090909,66,0.875,56,-0.197460583,0.604302413,46,-0.149886233,0.548470378,58,-0.061761773,0.556524472,49,-0.036939564,0.578250523,46,-0.231166888,0.60095168,58,-0.179551474,0.550243104,49,NA
reside,5,5,1.9,0.307793505625546,0.727272727,55,0.772727273,66,0.785714286,56,0.759438115,0.784429265,39,0.242634036,0.853277027,49,0.435612065,0.766916477,43,0.850918398,0.800283872,39,0.249817005,0.842224393,49,0.141011669,0.642095537,43,NA
residence,8,9,2.1,0.718184846459607,1,53,1,67,1,54,-0.368697713,0.62071041,52,-0.503400462,0.424743069,65,-0.244236307,0.560648485,52,-0.686295138,0.816136206,52,-1.084538131,0.381136739,65,-1.169681139,0.559362146,52,NA
residential,10,6,3.4,0.9403246919632541,1,53,1,67,0.981481481,54,0.223009568,0.678521879,52,-0.089620199,0.557274773,66,0.03405023,0.547055489,50,-0.97849917,0.400841981,52,-0.548119099,0.487960844,66,-0.454445785,0.538549233,50,NA
residue,7,6,3.15,0.587142948612399,0.944444444,54,0.955223881,67,0.964912281,57,-0.337800315,0.59922722,51,-0.16692569300000001,0.531760326,64,-0.380264845,0.378218248,54,-0.356698726,0.452233327,51,-0.040976782,0.617748301,64,-0.119237443,0.393663229,54,NA
resign,5,6,1.85,0.36634754853252305,0.962264151,53,1,68,0.981818182,55,-0.485612323,0.635481825,50,-0.56512466,0.493647549,68,-0.449030478,0.455471855,52,-0.309386503,0.636525528,50,-0.430184317,0.497246814,68,-0.613007871,0.61270397,52,NA
resignation,10,5,2.9,0.447213595499958,0.925925926,54,0.984848485,66,0.946428571,56,0.125913302,0.699439244,47,0.293338273,0.656632998,63,0.023737798,0.561834254,53,-0.872864317,0.566694566,47,-0.539509092,0.600232201,63,-0.535357585,0.505529586,53,NA
resist,6,7,2.25,0.55011960422018,0.962962963,54,0.984848485,66,1,57,-0.609026338,0.631416799,50,-0.394153955,0.597251994,65,-0.594945301,0.508988032,54,-0.264112462,0.583142177,50,-0.611929666,0.551987706,65,-0.751147826,0.473126468,54,NA
resolution,9,6,2.75,0.55011960422018,0.962962963,54,1,67,1,57,-0.064425869,0.710758295,52,-0.392739165,0.436715669,65,-0.385527425,0.356197761,56,-0.931380035,0.566431957,52,-0.815625278,0.472650893,65,-0.752678843,0.339097345,56,NA
resolve,6,7,2.6,0.753937034925051,1,53,0.985074627,67,0.981481481,54,-0.158426192,0.541875551,53,-0.408483541,0.598891158,66,0.007477045,0.711316395,52,-0.724887936,0.508867942,53,-0.449169988,0.553852653,66,-0.53937988,0.720860045,52,NA
